N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1.0,삼성전자,54200.0,"하락  1,400",-2.52%,100.0,54700.0,55200.0,54000.0
2.0,SK하이닉스,184000.0,"상승  4,700",+2.62%,5000.0,183000.0,184500.0,182100.0
3.0,LG에너지솔루션,382500.0,"하락  15,500",-3.89%,500.0,398500.0,405000.0,378500.0
4.0,삼성바이오로직스,974000.0,"하락  25,000",-2.50%,2500.0,997000.0,999000.0,973000.0
5.0,현대차,206500.0,"하락  4,500",-2.13%,5000.0,210000.0,212500.0,205500.0
6.0,셀트리온,193200.0,"하락  3,000",-1.53%,1000.0,196000.0,196000.0,192000.0
7.0,기아,95700.0,상승  400,+0.42%,5000.0,95400.0,97200.0,95400.0
8.0,삼성전자우,44700.0,"하락  1,850",-3.97%,100.0,45800.0,46050.0,44700.0
9.0,KB금융,84400.0,하락  200,-0.24%,5000.0,83900.0,85800.0,83700.0
10.0,NAVER,209500.0,"하락  4,500",-2.10%,100.0,214500.0,215000.0,209000.0
11.0,신한지주,48650.0,하락  850,-1.72%,5000.0,49400.0,49650.0,48500.0
12.0,고려아연,1112000.0,"하락  54,000",-4.63%,5000.0,1167000.0,1195000.0,1100000.0
13.0,현대모비스,239500.0,"상승  2,000",+0.84%,5000.0,237000.0,239500.0,235500.0
14.0,POSCO홀딩스,264000.0,"하락  6,500",-2.40%,5000.0,271000.0,271500.0,262000.0
15.0,HD현대중공업,239500.0,보합0,0.00%,5000.0,240500.0,246000.0,235000.0
16.0,삼성물산,116400.0,"하락  1,000",-0.85%,100.0,117400.0,118000.0,116200.0
17.0,삼성생명,98700.0,상승  500,+0.51%,500.0,98400.0,100300.0,96700.0
18.0,카카오,42850.0,"하락  1,100",-2.50%,100.0,43650.0,44250.0,42700.0
19.0,메리츠금융지주,97300.0,"하락  1,100",-1.12%,500.0,98900.0,100000.0,96900.0
20.0,LG화학,257000.0,"하락  11,000",-4.10%,5000.0,264500.0,266000.0,254500.0
21.0,SK이노베이션,119200.0,"하락  2,200",-1.81%,5000.0,121600.0,122100.0,116900.0
22.0,삼성화재,360500.0,"하락  1,000",-0.28%,500.0,358000.0,366000.0,356000.0
23.0,삼성SDI,247000.0,"하락  16,000",-6.08%,5000.0,261000.0,262000.0,245000.0
24.0,하나금융지주,58300.0,하락  600,-1.02%,5000.0,58100.0,59200.0,57400.0
25.0,크래프톤,342000.0,"하락  2,000",-0.58%,100.0,345000.0,350000.0,340000.0
26.0,HMM,18300.0,하락  190,-1.03%,5000.0,18470.0,18470.0,17810.0
27.0,HD한국조선해양,208500.0,"상승  1,000",+0.48%,5000.0,205500.0,212000.0,204000.0
28.0,LG전자,86800.0,"하락  1,000",-1.14%,5000.0,87400.0,88100.0,86700.0
29.0,HD현대일렉트릭,388500.0,"상승  8,500",+2.24%,5000.0,375500.0,397000.0,364000.0
30.0,한화에어로스페이스,305500.0,"하락  14,500",-4.53%,5000.0,316500.0,320500.0,304000.0
31.0,KT&G,110300.0,"하락  3,600",-3.16%,5000.0,112700.0,113600.0,108500.0
32.0,한국전력,21300.0,하락  250,-1.16%,5000.0,21600.0,21750.0,21150.0
33.0,SK텔레콤,57000.0,하락  600,-1.04%,100.0,57600.0,58100.0,56500.0
34.0,포스코퓨처엠,152600.0,"하락  13,700",-8.24%,500.0,167000.0,167700.0,152600.0
35.0,LG,75000.0,"하락  1,600",-2.09%,5000.0,76200.0,76200.0,74500.0
36.0,SK스퀘어,86800.0,상승  500,+0.58%,100.0,87300.0,88800.0,85700.0
37.0,KT,45750.0,하락  700,-1.51%,5000.0,46450.0,47100.0,45350.0
38.0,기업은행,14330.0,하락  280,-1.92%,5000.0,14570.0,14640.0,14230.0
39.0,우리금융지주,15240.0,하락  430,-2.74%,5000.0,15660.0,15720.0,15110.0
40.0,두산에너빌리티,17490.0,하락  150,-0.85%,5000.0,17840.0,17850.0,17420.0
41.0,카카오뱅크,23350.0,하락  700,-2.91%,5000.0,23900.0,24100.0,23100.0
42.0,삼성에스디에스,133700.0,"하락  5,000",-3.60%,500.0,140000.0,140000.0,133100.0
43.0,SK,140200.0,"하락  1,900",-1.34%,200.0,141200.0,142500.0,139900.0
44.0,한화오션,32300.0,"하락  1,400",-4.15%,5000.0,33500.0,33900.0,32250.0
45.0,삼성중공업,11070.0,하락  160,-1.42%,1000.0,11180.0,11300.0,11030.0
46.0,KODEX CD금리액티브(합성),1057165.0,상승  95,+0.01%,0.0,1057160.0,1057165.0,1057160.0
47.0,삼성전기,124600.0,"하락  2,900",-2.27%,5000.0,126600.0,126600.0,123500.0
48.0,유한양행,112800.0,"하락  5,600",-4.73%,1000.0,117200.0,117200.0,110500.0
49.0,대한항공,24150.0,하락  450,-1.83%,5000.0,24600.0,24600.0,24000.0
50.0,현대글로비스,114900.0,상승  900,+0.79%,500.0,114400.0,115300.0,113200.0
51.0,하이브,202500.0,"하락  2,500",-1.22%,500.0,204500.0,209000.0,201000.0
52.0,한미반도체,86700.0,"상승  2,900",+3.46%,100.0,84500.0,89000.0,84500.0
53.0,SK바이오팜,105200.0,하락  100,-0.09%,500.0,105300.0,107100.0,103700.0
54.0,DB손해보험,103200.0,상승  200,+0.19%,500.0,101600.0,104000.0,101300.0
55.0,TIGER CD금리투자KIS(합성),55400.0,보합0,0.00%,0.0,55400.0,55405.0,55400.0
56.0,포스코인터내셔널,39050.0,하락  450,-1.14%,5000.0,39850.0,39900.0,38400.0
57.0,아모레퍼시픽,110400.0,"하락  1,500",-1.34%,500.0,112200.0,112200.0,109000.0
58.0,HD현대마린솔루션,145100.0,상승  100,+0.07%,500.0,145900.0,149300.0,143100.0
59.0,S-Oil,56700.0,"하락  1,400",-2.41%,2500.0,57700.0,57800.0,56700.0
60.0,TIGER 미국S&P500,21720.0,상승  90,+0.42%,0.0,21700.0,21735.0,21670.0
61.0,HD현대,79800.0,"상승  1,000",+1.27%,1000.0,78200.0,81500.0,78200.0
62.0,KODEX 200,32620.0,하락  380,-1.15%,0.0,32955.0,32975.0,32570.0
63.0,삼양식품,736000.0,"상승  7,000",+0.96%,5000.0,734000.0,756000.0,709000.0
64.0,현대차2우B,154900.0,"하락  1,800",-1.15%,5000.0,156700.0,157900.0,154900.0
65.0,HD현대미포,137700.0,"상승  2,400",+1.77%,5000.0,135300.0,138800.0,133500.0
66.0,맥쿼리인프라,11250.0,상승  10,+0.09%,0.0,11240.0,11280.0,11220.0
67.0,한국항공우주,54400.0,하락  800,-1.45%,5000.0,55200.0,55200.0,53900.0
68.0,현대로템,48500.0,"하락  1,050",-2.12%,5000.0,50500.0,50700.0,48050.0
69.0,에코프로머티,76200.0,"하락  5,400",-6.62%,500.0,81300.0,81300.0,74100.0
70.0,LG생활건강,322000.0,"하락  15,500",-4.59%,5000.0,334500.0,337500.0,322000.0
71.0,한진칼,75200.0,"하락  2,000",-2.59%,2500.0,77100.0,77500.0,73900.0
72.0,코웨이,67200.0,하락  300,-0.44%,500.0,67600.0,68800.0,65000.0
73.0,미래에셋증권,8400.0,하락  190,-2.21%,5000.0,8590.0,8590.0,8320.0
74.0,한국타이어앤테크놀로지,39000.0,하락  300,-0.76%,500.0,38750.0,39550.0,38300.0
75.0,LG유플러스,10960.0,하락  290,-2.58%,5000.0,11290.0,11380.0,10900.0
76.0,넷마블,55600.0,하락  500,-0.89%,100.0,56300.0,56300.0,55200.0
77.0,LS ELECTRIC,159300.0,"상승  1,800",+1.14%,5000.0,158300.0,162500.0,155000.0
78.0,삼성카드,40950.0,상승  450,+1.11%,5000.0,40500.0,41350.0,40250.0
79.0,LG디스플레이,9250.0,하락  160,-1.70%,5000.0,9400.0,9400.0,9230.0
80.0,LIG넥스원,206500.0,"상승  12,000",+6.17%,5000.0,193700.0,215000.0,191600.0
81.0,NH투자증권,13790.0,상승  20,+0.15%,5000.0,13770.0,13930.0,13670.0
82.0,엔씨소프트,205500.0,"하락  4,000",-1.91%,500.0,207500.0,209500.0,204000.0
83.0,TIGER 미국나스닥100,141355.0,"상승  2,190",+1.57%,0.0,141100.0,141470.0,141020.0
84.0,두산,265000.0,"상승  2,500",+0.95%,5000.0,269500.0,273500.0,261000.0
85.0,KODEX KOFR금리액티브(합성),108955.0,보합0,0.00%,0.0,108950.0,108955.0,108950.0
86.0,효성중공업,456500.0,"상승  5,000",+1.11%,5000.0,453000.0,462000.0,441500.0
87.0,두산밥캣,41750.0,상승  200,+0.48%,500.0,41700.0,42500.0,40600.0
88.0,SK바이오사이언스,53200.0,"하락  2,400",-4.32%,500.0,55300.0,55300.0,53200.0
89.0,한국금융지주,74700.0,"하락  2,800",-3.61%,5000.0,76800.0,77500.0,73500.0
90.0,삼성증권,46550.0,하락  250,-0.53%,5000.0,47200.0,47200.0,45900.0
91.0,SKC,108700.0,"하락  1,900",-1.72%,5000.0,113000.0,113800.0,104700.0
92.0,CJ제일제당,266500.0,"하락  3,500",-1.30%,5000.0,271000.0,271000.0,266500.0
93.0,LG이노텍,168200.0,"하락  1,500",-0.88%,5000.0,169000.0,169700.0,166500.0
94.0,KODEX 머니마켓액티브,101415.0,상승  10,+0.01%,0.0,101415.0,101415.0,101410.0
95.0,카카오페이,29400.0,"하락  1,200",-3.92%,500.0,30600.0,30800.0,29350.0
96.0,오리온,99800.0,"하락  1,800",-1.77%,500.0,101100.0,101700.0,98500.0
97.0,한화시스템,20600.0,하락  850,-3.96%,5000.0,21600.0,21650.0,20300.0
98.0,GS,40550.0,상승  250,+0.62%,5000.0,40200.0,41150.0,39850.0
99.0,현대차우,151700.0,"하락  3,000",-1.94%,5000.0,154700.0,155400.0,151500.0
100.0,강원랜드,16810.0,하락  200,-1.18%,500.0,17050.0,17080.0,16740.0
101.0,현대오토에버,130500.0,"하락  1,400",-1.06%,500.0,132600.0,133300.0,129700.0
102.0,시프트업,61100.0,"하락  1,200",-1.93%,200.0,62000.0,62600.0,60900.0
103.0,TIGER KOFR금리액티브(합성),107475.0,상승  5,0.00%,0.0,107475.0,107475.0,107470.0
104.0,엘앤에프,95700.0,"하락  4,200",-4.20%,500.0,99900.0,101800.0,95500.0
105.0,한미약품,270500.0,"하락  2,000",-0.73%,2500.0,272500.0,275000.0,269000.0
106.0,BNK금융지주,10740.0,하락  330,-2.98%,5000.0,11080.0,11140.0,10650.0
107.0,삼성E&A,17430.0,하락  270,-1.53%,5000.0,17680.0,17880.0,17430.0
108.0,두산로보틱스,52200.0,"하락  1,100",-2.06%,500.0,53700.0,53700.0,52200.0
109.0,JB금융지주,16910.0,하락  550,-3.15%,5000.0,17460.0,17500.0,16520.0
110.0,CJ,110900.0,"상승  6,900",+6.63%,5000.0,104300.0,113100.0,104200.0
111.0,한국가스공사,34700.0,상승  850,+2.51%,5000.0,34250.0,35500.0,33600.0
112.0,LS,97800.0,"상승  1,400",+1.45%,5000.0,97000.0,100300.0,95500.0
113.0,TIGER 미국테크TOP10 INDXX,25700.0,상승  485,+1.92%,0.0,25615.0,25725.0,25570.0
114.0,포스코DX,20650.0,하락  950,-4.40%,500.0,21850.0,21850.0,20500.0
115.0,키움증권,120200.0,하락  600,-0.50%,5000.0,121500.0,121700.0,118900.0
116.0,동서,29800.0,하락  300,-1.00%,500.0,30100.0,30800.0,29800.0
117.0,KODEX 미국S&P500TR,19925.0,상승  90,+0.45%,0.0,19910.0,19935.0,19885.0
118.0,현대제철,21850.0,하락  50,-0.23%,5000.0,21950.0,22100.0,21450.0
119.0,현대건설,25800.0,하락  50,-0.19%,5000.0,25900.0,26100.0,25800.0
120.0,한화솔루션,16540.0,하락  390,-2.30%,5000.0,17080.0,17290.0,16480.0
121.0,KODEX 종합채권(AA-이상)액티브,116415.0,하락  535,-0.46%,0.0,117005.0,117005.0,116395.0
122.0,TIGER 미국필라델피아반도체나스닥,19860.0,상승  365,+1.87%,0.0,19850.0,19890.0,19825.0
123.0,롯데케미칼,63100.0,"하락  2,200",-3.37%,5000.0,64600.0,65400.0,63100.0
124.0,금호석유,95000.0,"하락  2,200",-2.26%,5000.0,97200.0,97300.0,95000.0
125.0,롯데지주,24300.0,"상승  2,400",+10.96%,200.0,21900.0,24650.0,21850.0
126.0,휠라홀딩스,40900.0,상승  150,+0.37%,1000.0,41100.0,41650.0,40500.0
127.0,에스원,64300.0,"상승  1,000",+1.58%,500.0,63300.0,64700.0,63200.0
128.0,GS리테일,23150.0,보합0,0.00%,1000.0,0.0,0.0,0.0
129.0,KODEX 레버리지,14450.0,하락  345,-2.33%,0.0,14745.0,14755.0,14395.0
130.0,현대해상,25850.0,하락  550,-2.08%,500.0,26500.0,26550.0,25600.0
131.0,농심,375000.0,"상승  4,500",+1.21%,5000.0,373000.0,379000.0,367500.0
132.0,산일전기,74000.0,상승  400,+0.54%,500.0,73500.0,76200.0,72500.0
133.0,한온시스템,4175.0,하락  60,-1.42%,100.0,4235.0,4320.0,4150.0
134.0,현대엘리베이,56700.0,보합0,0.00%,5000.0,57100.0,57300.0,54900.0
135.0,대한전선,11790.0,하락  250,-2.08%,1000.0,12130.0,12230.0,11760.0
136.0,KODEX 200TR,11455.0,하락  140,-1.21%,0.0,11550.0,11570.0,11425.0
137.0,제일기획,19010.0,상승  660,+3.60%,200.0,18450.0,19130.0,18360.0
138.0,RISE 머니마켓액티브,53395.0,하락  5,-0.01%,0.0,53400.0,53405.0,53390.0
139.0,한화생명,2455.0,하락  140,-5.39%,5000.0,2610.0,2610.0,2440.0
140.0,KCC,237500.0,"상승  1,000",+0.42%,5000.0,237500.0,238500.0,233000.0
141.0,한전기술,54200.0,"상승  1,700",+3.24%,200.0,53200.0,54500.0,52300.0
142.0,한화,27350.0,하락  550,-1.97%,5000.0,28050.0,28500.0,27200.0
143.0,F&F,53500.0,상승  900,+1.71%,100.0,52600.0,54300.0,52400.0
144.0,한미사이언스,29800.0,하락  550,-1.81%,500.0,30500.0,30650.0,29750.0
145.0,HL만도,43400.0,상승  700,+1.64%,1000.0,43000.0,44250.0,42600.0
146.0,한전KPS,45100.0,"상승  1,700",+3.92%,200.0,43900.0,45100.0,43550.0
147.0,에이피알,52800.0,"하락  1,500",-2.76%,100.0,54100.0,54200.0,52500.0
148.0,더존비즈온,66200.0,하락  800,-1.19%,500.0,67700.0,69000.0,66000.0
149.0,녹십자,170300.0,"상승  1,000",+0.59%,5000.0,169500.0,171900.0,167300.0
150.0,SK가스,208500.0,보합0,0.00%,5000.0,208500.0,212500.0,205500.0
151.0,TIGER 200,32680.0,하락  410,-1.24%,0.0,33025.0,33030.0,32625.0
152.0,한국앤컴퍼니,19990.0,"상승  2,430",+13.84%,500.0,17500.0,21900.0,17280.0
153.0,CJ대한통운,82600.0,"하락  1,400",-1.67%,5000.0,84000.0,84300.0,82600.0
154.0,TIGER MSCI Korea TR,13650.0,하락  200,-1.44%,0.0,13825.0,13825.0,13645.0
155.0,BGF리테일,108200.0,"상승  5,000",+4.84%,1000.0,102900.0,109100.0,102800.0
156.0,한올바이오파마,35750.0,"상승  1,150",+3.32%,500.0,35150.0,36500.0,34600.0
157.0,TIGER 미국배당다우존스,12880.0,하락  85,-0.66%,0.0,12900.0,12900.0,12845.0
158.0,영원무역,41650.0,상승  50,+0.12%,500.0,41650.0,42000.0,41000.0
159.0,팬오션,3440.0,보합0,0.00%,1000.0,3460.0,3460.0,3415.0
160.0,아모레G,22250.0,하락  350,-1.55%,500.0,22650.0,22650.0,22250.0
161.0,KODEX 1년은행양도성예금증서+액티브(합성),1023365.0,상승  95,+0.01%,0.0,1023360.0,1023365.0,1023360.0
162.0,코스모신소재,55600.0,"하락  2,400",-4.14%,1000.0,58200.0,58700.0,55200.0
163.0,TIGER 차이나전기차SOLACTIVE,9325.0,상승  95,+1.03%,0.0,9225.0,9460.0,9160.0
164.0,한화인더스트리얼솔루션즈,35200.0,하락  250,-0.71%,500.0,35850.0,36700.0,35100.0
165.0,ACE 미국30년국채액티브(H),8100.0,하락  10,-0.12%,0.0,8100.0,8110.0,8090.0
166.0,이마트,62900.0,"하락  1,100",-1.72%,5000.0,64000.0,65000.0,62800.0
167.0,KODEX 코스닥150레버리지,6935.0,하락  145,-2.05%,0.0,7145.0,7145.0,6870.0
168.0,씨에스윈드,41450.0,하락  650,-1.54%,500.0,42200.0,42500.0,41150.0
169.0,KODEX 미국나스닥100TR,21215.0,상승  340,+1.63%,0.0,21245.0,21245.0,21140.0
170.0,SK아이이테크놀로지,23800.0,"하락  1,000",-4.03%,1000.0,25000.0,25000.0,23750.0
171.0,코스맥스,149000.0,상승  100,+0.07%,500.0,150000.0,150000.0,141800.0
172.0,이수페타시스,26700.0,"상승  1,750",+7.01%,1000.0,25600.0,26800.0,24850.0
173.0,KODEX 단기채권PLUS,112910.0,보합0,0.00%,0.0,112910.0,112915.0,112900.0
174.0,금양,25700.0,"하락  2,950",-10.30%,500.0,29600.0,29650.0,25400.0
175.0,오뚜기,408000.0,"상승  5,000",+1.24%,5000.0,403500.0,412000.0,402500.0
176.0,롯데쇼핑,57700.0,상승  600,+1.05%,5000.0,57100.0,58900.0,56900.0
177.0,ACE 미국S&P500,21965.0,상승  100,+0.46%,0.0,21930.0,22000.0,21905.0
178.0,GS건설,18430.0,상승  130,+0.71%,5000.0,18400.0,18660.0,18180.0
179.0,DB하이텍,35200.0,"상승  1,150",+3.38%,5000.0,34700.0,35300.0,33950.0
180.0,호텔신라,39350.0,하락  150,-0.38%,5000.0,39500.0,39650.0,38900.0
181.0,대웅제약,131400.0,"상승  4,500",+3.55%,2500.0,126800.0,132900.0,126200.0
182.0,코리안리,7800.0,하락  170,-2.13%,500.0,8000.0,8010.0,7780.0
183.0,하이트진로,21200.0,보합0,0.00%,5000.0,21250.0,21350.0,21050.0
184.0,에스엘,31850.0,상승  750,+2.41%,500.0,31450.0,32050.0,31150.0
185.0,DGB금융지주,8370.0,하락  360,-4.12%,5000.0,8760.0,8800.0,8340.0
186.0,동원산업,39150.0,하락  50,-0.13%,1000.0,39250.0,39600.0,38550.0
187.0,에스디바이오센서,11320.0,상승  20,+0.18%,500.0,11210.0,11340.0,11160.0
188.0,금호타이어,4855.0,상승  130,+2.75%,5000.0,4755.0,4910.0,4735.0
189.0,풍산,49600.0,"하락  1,600",-3.12%,5000.0,51300.0,51900.0,49050.0
190.0,대우건설,3335.0,하락  35,-1.04%,5000.0,3370.0,3410.0,3315.0
191.0,한화엔진,16270.0,하락  310,-1.87%,1000.0,16590.0,16910.0,16150.0
192.0,RISE 종합채권(A-이상)액티브,108080.0,하락  480,-0.44%,0.0,108560.0,108560.0,107225.0
193.0,HD현대인프라코어,7000.0,하락  100,-1.41%,1000.0,7120.0,7170.0,6980.0
194.0,신세계,134000.0,상승  500,+0.37%,5000.0,133500.0,134700.0,132400.0
195.0,일진전기,27600.0,"상승  1,150",+4.35%,1000.0,26400.0,27750.0,25950.0
196.0,한국콜마,55100.0,하락  100,-0.18%,500.0,55200.0,55600.0,54100.0
197.0,TIGER 25-10 회사채(A+이상)액티브,54035.0,보합0,0.00%,0.0,54030.0,54045.0,54030.0
198.0,HDC현대산업개발,19340.0,상승  240,+1.26%,5000.0,19250.0,19810.0,19230.0
199.0,ACE 미국나스닥100,24290.0,상승  385,+1.61%,0.0,24310.0,24310.0,24225.0
200.0,LG화학우,165300.0,"하락  8,700",-5.00%,5000.0,174300.0,174300.0,165000.0
201.0,한샘,54000.0,상승  200,+0.37%,1000.0,54500.0,54500.0,53200.0
202.0,대웅,21800.0,상승  550,+2.59%,500.0,21500.0,22050.0,21250.0
203.0,DL이앤씨,32500.0,상승  300,+0.93%,5000.0,32250.0,32600.0,32050.0
204.0,신영증권,75700.0,"상승  1,000",+1.34%,5000.0,75400.0,75700.0,74200.0
205.0,동원시스템즈,42500.0,하락  900,-2.07%,5000.0,43900.0,43950.0,42250.0
206.0,KODEX 200선물인버스2X,2495.0,상승  55,+2.25%,0.0,2445.0,2505.0,2440.0
207.0,종근당,92700.0,"상승  2,200",+2.43%,2500.0,91800.0,94000.0,91400.0
208.0,SK리츠,4470.0,하락  85,-1.87%,500.0,4565.0,4580.0,4415.0
209.0,경동나비엔,83200.0,"하락  2,300",-2.69%,1000.0,85400.0,86600.0,82600.0
210.0,OCI홀딩스,62900.0,"하락  1,200",-1.87%,5000.0,64800.0,64800.0,62700.0
211.0,롯데에너지머티리얼즈,25900.0,"하락  1,500",-5.47%,500.0,27550.0,29900.0,25450.0
212.0,KODEX 코스닥150,11490.0,하락  125,-1.08%,0.0,11660.0,11665.0,11435.0
213.0,롯데렌탈,31650.0,보합0,0.00%,5000.0,31650.0,32250.0,31000.0
214.0,영원무역홀딩스,84900.0,"상승  1,600",+1.92%,500.0,83300.0,86800.0,82600.0
215.0,더블유게임즈,53700.0,하락  600,-1.10%,500.0,54300.0,54400.0,53200.0
216.0,한솔케미칼,101800.0,상승  400,+0.39%,5000.0,101700.0,103500.0,99100.0
217.0,RISE 200,32880.0,하락  405,-1.22%,0.0,33175.0,33235.0,32825.0
218.0,LX인터내셔널,29300.0,상승  350,+1.21%,5000.0,29100.0,29350.0,28850.0
219.0,DN오토모티브,19060.0,상승  320,+1.71%,100.0,18980.0,19320.0,18800.0
220.0,두산퓨얼셀,17070.0,하락  280,-1.61%,100.0,17650.0,17650.0,17030.0
221.0,롯데칠성,119900.0,"상승  1,700",+1.44%,500.0,119000.0,120000.0,117900.0
222.0,TIGER 미국30년국채커버드콜액티브(H),8770.0,보합0,0.00%,0.0,8775.0,8790.0,8760.0
223.0,HD현대건설기계,60300.0,하락  900,-1.47%,5000.0,62000.0,63000.0,60300.0
224.0,현대백화점,48350.0,상승  850,+1.79%,5000.0,47800.0,49300.0,47650.0
225.0,DI동일,50800.0,상승  200,+0.40%,500.0,50600.0,51300.0,50400.0
226.0,한일시멘트,15640.0,상승  840,+5.68%,500.0,14970.0,15840.0,14970.0
227.0,롯데웰푸드,113400.0,"상승  1,200",+1.07%,500.0,113300.0,114200.0,111100.0
228.0,메리츠 KIS CD금리투자 ETN,53190.0,상승  5,+0.01%,0.0,53190.0,53190.0,53190.0
229.0,현대위아,39150.0,하락  300,-0.76%,5000.0,39550.0,39750.0,39100.0
230.0,효성티앤씨,244000.0,"하락  1,000",-0.41%,5000.0,245500.0,251000.0,244000.0
231.0,TIGER CD1년금리액티브(합성),1031475.0,상승  95,+0.01%,0.0,1031470.0,1031475.0,1031470.0
232.0,롯데정밀화학,40200.0,하락  200,-0.50%,5000.0,40550.0,40550.0,39800.0
233.0,RISE CD금리액티브(합성),102600.0,상승  20,+0.02%,0.0,102590.0,102605.0,102590.0
234.0,솔루엠,20400.0,하락  900,-4.23%,500.0,20950.0,21150.0,20300.0
235.0,KODEX 삼성그룹,8120.0,하락  185,-2.23%,0.0,8245.0,8260.0,8115.0
236.0,세방전지,72700.0,상승  200,+0.28%,500.0,72500.0,74200.0,72000.0
237.0,LS에코에너지,32300.0,상승  850,+2.70%,500.0,31800.0,32800.0,31150.0
238.0,KB발해인프라,8050.0,보합0,0.00%,0.0,8030.0,8060.0,8020.0
239.0,오리온홀딩스,15620.0,하락  60,-0.38%,500.0,15690.0,15830.0,15460.0
240.0,프레스티지바이오파마,16180.0,하락  90,-0.55%,0.0,16430.0,16490.0,15910.0
241.0,이수스페셜티케미컬,32050.0,하락  550,-1.69%,1000.0,32850.0,33750.0,31650.0
242.0,SK네트웍스,4325.0,보합0,0.00%,2500.0,4335.0,4390.0,4290.0
243.0,LX세미콘,58800.0,"상승  3,700",+6.72%,500.0,55400.0,59000.0,55000.0
244.0,KODEX 25-12 은행채(AAA)액티브,101125.0,하락  15,-0.01%,0.0,101130.0,101130.0,101125.0
245.0,KODEX 25-11 은행채(AA-이상)PLUS액티브,10380.0,보합0,0.00%,0.0,10375.0,10380.0,10370.0
246.0,미래에셋생명,5260.0,하락  20,-0.38%,5000.0,5280.0,5330.0,5230.0
247.0,보령,10640.0,상승  360,+3.50%,500.0,10370.0,11100.0,10330.0
248.0,파라다이스,10050.0,하락  100,-0.99%,500.0,10150.0,10160.0,10020.0
249.0,ESR켄달스퀘어리츠,4310.0,하락  55,-1.26%,1000.0,4365.0,4380.0,4170.0
250.0,하나투어,57200.0,보합0,0.00%,500.0,57500.0,57900.0,56800.0
251.0,TIGER 2차전지테마,15870.0,하락  730,-4.40%,0.0,16600.0,16700.0,15755.0
252.0,롯데리츠,3165.0,하락  30,-0.94%,500.0,3175.0,3235.0,3165.0
253.0,미원상사,192500.0,"상승  1,100",+0.57%,500.0,192900.0,192900.0,191100.0
254.0,KODEX 2차전지산업,12920.0,하락  630,-4.65%,0.0,13550.0,13575.0,12835.0
255.0,CJ CGV,5470.0,상승  30,+0.55%,500.0,5510.0,5540.0,5410.0
256.0,효성,52200.0,"상승  5,250",+11.18%,5000.0,47000.0,55100.0,46600.0
257.0,삼성화재우,272000.0,"하락  5,500",-1.98%,500.0,276000.0,277000.0,271500.0
258.0,TIGER 미국배당다우존스타겟커버드콜2호,10890.0,하락  105,-0.95%,0.0,10995.0,10995.0,10850.0
259.0,쿠쿠홀딩스,23950.0,상승  300,+1.27%,100.0,23650.0,24200.0,23350.0
260.0,HS효성첨단소재,189800.0,"상승  2,800",+1.50%,5000.0,186700.0,191000.0,185000.0
261.0,한화투자증권,3945.0,하락  95,-2.35%,5000.0,4110.0,4140.0,3945.0
262.0,RISE 미국나스닥100,23525.0,상승  370,+1.60%,0.0,23495.0,23545.0,23465.0
263.0,녹십자홀딩스,17750.0,상승  70,+0.40%,500.0,17770.0,17830.0,17520.0
264.0,TIGER 25-12 금융채(AA-이상),50310.0,하락  5,-0.01%,0.0,50320.0,50320.0,50305.0
265.0,SOL 종합채권(AA-이상)액티브,112830.0,하락  510,-0.45%,0.0,113320.0,113320.0,112815.0
266.0,대신증권,16080.0,하락  460,-2.78%,5000.0,16550.0,16620.0,15780.0
267.0,TIGER 단기통안채,109090.0,상승  10,+0.01%,0.0,109085.0,109100.0,109080.0
268.0,코오롱인더,29050.0,상승  200,+0.69%,5000.0,29000.0,29300.0,28700.0
269.0,이노션,19960.0,상승  150,+0.76%,500.0,19930.0,20200.0,19720.0
270.0,현대지에프홀딩스,5120.0,상승  70,+1.39%,500.0,5050.0,5160.0,5040.0
271.0,SK케미칼,46000.0,"상승  1,100",+2.45%,5000.0,45400.0,46250.0,44200.0
272.0,다우기술,17670.0,하락  280,-1.56%,500.0,17950.0,17950.0,17640.0
273.0,KG모빌리티,4030.0,상승  35,+0.88%,5000.0,4045.0,4045.0,3970.0
274.0,대덕전자,15900.0,상승  440,+2.85%,500.0,15440.0,15930.0,15310.0
275.0,TCC스틸,29950.0,"하락  1,550",-4.92%,1000.0,31500.0,31700.0,29900.0
276.0,KODEX Top5PlusTR,20865.0,하락  170,-0.81%,0.0,21025.0,21090.0,20860.0
277.0,TIGER TOP10,10735.0,하락  80,-0.74%,0.0,10860.0,10860.0,10705.0
278.0,TKG휴켐스,18900.0,상승  350,+1.89%,1000.0,18710.0,18950.0,18530.0
279.0,KODEX MSCI Korea TR,10875.0,하락  145,-1.32%,0.0,11015.0,11015.0,10855.0
280.0,하나 CD금리투자 ETN,102700.0,보합0,0.00%,0.0,102700.0,102700.0,102700.0
281.0,ACE 테슬라밸류체인액티브,20375.0,상승  990,+5.11%,0.0,20700.0,20800.0,20375.0
282.0,SOL 미국배당다우존스,11820.0,하락  95,-0.80%,0.0,11815.0,11825.0,11795.0
283.0,태영건설,2630.0,하락  70,-2.59%,500.0,2700.0,2750.0,2625.0
284.0,SK오션플랜트,12750.0,상승  80,+0.63%,500.0,12590.0,13000.0,12440.0
285.0,세아베스틸지주,21000.0,상승  950,+4.74%,5000.0,20200.0,21450.0,20000.0
286.0,동양생명,4640.0,하락  740,-13.75%,5000.0,5440.0,5510.0,4615.0
